Date,Open,High,Low,Close,Adj Close,Volume,Stock,Predicted_Cluster_Sentiment,Predicted_Reference_Sentiment,StockSentiment,Prediction_Last_40Days
2021-01-04,21.270000457763672,21.34000015258789,16.639999389648438,17.899999618530273,17.899999618530273,2547500,STEM,0.0673408447235562,0.0,0.0202022534170668,
2021-01-05,17.6200008392334,18.979999542236328,17.5,17.899999618530273,17.899999618530273,1149600,STEM,0.0723620870914538,0.0,0.0217086261274361,
2021-01-06,18.96999931335449,21.0,18.549999237060547,18.850000381469727,18.850000381469727,2119000,STEM,0.0375893557314046,0.0,0.0112768067194213,
2021-01-07,20.270000457763672,23.770000457763672,19.86000061035156,23.309999465942383,23.309999465942383,2872600,STEM,0.1307310265566638,0.0,0.0392193079669991,
2021-01-08,23.01000022888184,29.280000686645508,22.15999984741211,25.489999771118164,25.489999771118164,5162300,STEM,0.06809506218446,0.0,0.020428518655338,
2021-01-11,27.0,33.58000183105469,26.020000457763672,30.950000762939453,30.950000762939453,17416600,STEM,0.1156856001256852,0.0,0.0347056800377055,
2021-01-12,35.09000015258789,36.91999816894531,32.22999954223633,36.0,36.0,9218500,STEM,0.0649175128618667,0.0,0.01947525385856,
2021-01-13,38.0,38.20000076293945,33.18299865722656,33.75,33.75,5991200,STEM,0.0723620870914538,0.0,0.0217086261274361,
2021-01-14,34.0,34.7400016784668,32.5,33.939998626708984,33.939998626708984,2655500,STEM,0.0919269131311983,0.0,0.0275780739393594,
2021-01-15,32.9900016784668,33.130001068115234,30.200000762939453,31.489999771118164,31.489999771118164,2755100,STEM,0.133160940770841,0.0,0.0399482822312523,
2021-01-19,35.099998474121094,37.0,33.75,34.41999816894531,34.41999816894531,3406000,STEM,0.0836775587422059,0.0,0.0251032676226617,
2021-01-20,35.400001525878906,35.5,32.25,33.849998474121094,33.849998474121094,2277800,STEM,0.0740364487132126,0.0,0.0222109346139638,
2021-01-21,34.86000061035156,35.0,32.63999938964844,33.310001373291016,33.310001373291016,1461800,STEM,0.0723620870914538,0.0,0.0217086261274361,
2021-01-22,32.7400016784668,34.59000015258789,31.200000762939453,34.43000030517578,34.43000030517578,2293400,STEM,0.1881512363595851,0.0,0.0564453709078755,
2021-01-25,35.9900016784668,36.0,30.299999237060547,32.0,32.0,3434500,STEM,0.1316398989099395,0.0,0.0394919696729818,
2021-01-26,32.04999923706055,32.66999816894531,29.209999084472656,29.309999465942383,29.309999465942383,2606200,STEM,0.3586144184592652,0.0,0.1075843255377795,
2021-01-27,27.739999771118164,28.07999992370605,24.209999084472656,24.440000534057617,24.440000534057617,6286200,STEM,0.0,0.0,0.0,
2021-01-28,27.01000022888184,30.290000915527344,25.1200008392334,28.239999771118164,28.239999771118164,5087900,STEM,0.0723620870914538,0.0,0.0217086261274361,
2021-01-29,28.59000015258789,30.59000015258789,26.299999237060547,27.100000381469727,27.100000381469727,4158500,STEM,0.6588582976596624,0.0,0.1976574892978987,
2021-02-01,28.190000534057617,34.34000015258789,27.799999237060547,33.38999938964844,33.38999938964844,9054100,STEM,1.0,0.0,0.3,
2021-02-02,34.400001525878906,36.88999938964844,32.65999984741211,34.93000030517578,34.93000030517578,5540400,STEM,0.8909880908403259,0.0,0.2672964272520978,
2021-02-03,35.93000030517578,37.93000030517578,34.790000915527344,35.45000076293945,35.45000076293945,4110200,STEM,0.5932151212904816,0.0,0.1779645363871444,
2021-02-04,35.849998474121094,36.59999847412109,34.150001525878906,34.810001373291016,34.810001373291016,1854800,STEM,0.0723620870914538,0.0,0.0217086261274361,
2021-02-05,35.939998626708984,36.698001861572266,33.56999969482422,34.04999923706055,34.04999923706055,2497100,STEM,0.0723620870914538,0.0,0.0217086261274361,
2021-02-08,34.93000030517578,40.35499954223633,33.0,39.650001525878906,39.650001525878906,4424200,STEM,0.0723620870914538,0.0,0.0217086261274361,
2021-02-09,42.18999862670898,42.79999923706055,37.900001525878906,42.2599983215332,42.2599983215332,5264200,STEM,0.1151336042359315,0.0,0.0345400812707794,
2021-02-10,43.0,43.0,37.02999877929688,39.0,39.0,4320100,STEM,0.1409451280156858,0.0,0.0422835384047057,
2021-02-11,40.310001373291016,40.54999923706055,36.93000030517578,37.5,37.5,3261000,STEM,0.0610650278178907,0.0,0.0183195083453672,
2021-02-12,36.459999084472656,39.08000183105469,36.0099983215332,39.08000183105469,39.08000183105469,2420100,STEM,0.1170342054683777,0.0,0.0351102616405133,
2021-02-16,44.0099983215332,47.34999847412109,41.75,47.18999862670898,47.18999862670898,9097200,STEM,0.0582704452301792,0.0,0.0174811335690537,
2021-02-17,45.25,51.4900016784668,45.0,49.970001220703125,49.970001220703125,6100800,STEM,0.0723620870914538,0.0,0.0217086261274361,
2021-02-18,47.630001068115234,48.0,43.5,43.75,43.75,4364000,STEM,0.0632884518213741,0.0,0.0189865355464122,
2021-02-19,45.97999954223633,48.45000076293945,44.209999084472656,46.400001525878906,46.400001525878906,2871700,STEM,0.1201360669868243,0.0,0.0360408200960472,
2021-02-22,46.52999877929688,47.29999923706055,41.70000076293945,42.25,42.25,4020800,STEM,0.0678722418655924,0.0,0.0203616725596777,
2021-02-23,38.02999877929688,40.27199935913086,34.29999923706055,38.5099983215332,38.5099983215332,5109200,STEM,0.0631079916266469,0.0,0.018932397487994,
2021-02-24,38.95000076293945,39.34999847412109,34.08000183105469,36.02999877929688,36.02999877929688,5846600,STEM,0.0855443765980718,0.0,0.0256633129794215,
2021-02-25,35.56999969482422,37.4900016784668,30.56999969482422,31.90999984741211,31.90999984741211,6191400,STEM,0.273134466198744,0.0,0.0819403398596232,
2021-02-26,33.33000183105469,34.88999938964844,30.5,34.18000030517578,34.18000030517578,4437300,STEM,0.1903666718304992,0.0,0.0571100015491497,
2021-03-01,35.880001068115234,36.220001220703125,33.599998474121094,35.43000030517578,35.43000030517578,3126000,STEM,0.0723620870914538,0.0,0.0217086261274361,
2021-03-02,35.5,36.45000076293945,31.549999237060547,32.040000915527344,32.040000915527344,3036600,STEM,0.0723620870914538,0.0,0.0217086261274361,
